record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,total,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,,,Sum of total,Column Labels,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,65133,12,,,,,1,3,2002,20031120,20031120,6FBELMAI VANA,6FBRRDRC WSFH,6FBEL,Y,H,P,,54.65,,N,5000,17057,,,,,,,17057,,0,90,855,,,VAN ARSDALE,WARM SPRINGS HATCHERY,EEL RIVER,CA,NOCA,MAEL,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15002,,,,,,1,8,2000,20010613,20010613,3F42001  350002 R65,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,5,84,N,,,,,0,357362,,,357362,B,,,,,LYONS FERRY PRESMOLTS TO BIG CANYON ACCL.,BIG CANYON ACCL POND,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,CLEA,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15001,,,,,,1,8,2000,20010526,20010526,3F42001  350002 H75,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,9,98,N,,,,,0,501129,,,501129,B,,,,,LYONS FERRY PRESMOLTS TO CAPT JOHN RAPIDS ACCL.,CAPTAIN JOHNS PD,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,UPSN,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15003,,,,,,1,8,1999,20000524,20000526,3F42001  350002 R55,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,8,90,N,,,,,0,398747,,,398747,B,,,,,LYONS FERRY PRESMOLTS TO PITTSBURG LANDING ACCL,SNAKE R @PITTSBURG L,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,UPSN,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15004,,,,,,1,8,1999,20000620,20000626,3F42001  350002 R65,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,10,,N,,,,,0,392684,,,392684,B,,,,,LYONS FERRY PRESMOLTS TO BIG CANYON ACCL.,BIG CANYON ACCL POND,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,CLEA,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15005,,,,,,1,8,1999,20000530,20000601,3F42001  350002 R65,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,11,98,N,,,,,0,497790,,,497790,B,,,,,LYONS FERRY PRESMOLTS TO BIG CANYON ACCL.,BIG CANYON ACCL POND,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,CLEA,C,,,,,,,,,,,,
N,4.1,20080206,CRFC,NEZP,15,!15006,,,,,,1,8,1998,19990530,19990605,3F42001  350002 H75,3F42001  330002 H01,3F42001  330002 S01,P,H,P,FR,5,82,N,,,,,0,322928,,,322928,B,,,,,LYONS FERRY PRESMOLTS TO CAPT JOHN RAPIDS ACCL.,CAPTAIN JOHNS PD,LYONS FERRY HATCHERY,LYONS FERRY HATCHERY,WA,SNAK,UPSN,C,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617204,12,,,,,1,8,2002,20030429,20030522,5F334    R3     26,,5F334    66,P,W,K,,2,52,N,5000,9519,,,5000,76,,,9595,C,0.008,1,404,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R (MACKS C OLD,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617200,12,,,O,1520020004,1,8,2001,20020605,20020625,5F334    R1     26,,5F334    66,P,W,K,,6,77,N,5000,3804,,,5000,12,,,3816,C,0.003,1,50,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R MOUTH (OLD DS,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20091013,CRFC,CRFC,15,210490,12,,,O,1520030001,1,8,2002,20030529,20030531,3F42001  360001 R04,,3F42001  360001 S06,G,W,K,,,57,N,5000,46099,,,,,,,46099,C,0,0,400,,IMMEDIATE RELEASE,HANFORD REACH   (36),NA,HANFORD REACH STOCK,WA,UPCR,MNPR,N,,,,,,,,,,,,
T,4.1,20091013,CRFC,CRFC,15,210491,12,,,O,1520030001,1,8,2002,20030525,20030528,3F42001  360001 R04,,3F42001  360001 S06,G,W,K,,,55,N,5000,49636,,,,,,,49636,C,0,0,760,,IMMEDIATE RELEASE,HANFORD REACH   (36),NA,HANFORD REACH STOCK,WA,UPCR,MNPR,N,,,,,,,,,,,,
T,4.1,20091013,CRFC,CRFC,15,610124,12,,,O,1520030001,1,8,2002,20030515,20030524,3F42001  360001 R04,,3F42001  360001 S06,G,W,K,,,53,N,5000,52653,,,5000,220,,,52873,C,0.004,0,1203,,IMMEDIATE RELEASE,HANFORD REACH   (36),NA,HANFORD REACH STOCK,WA,UPCR,MNPR,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617201,12,,,O,1520020004,1,8,2001,20020613,20020627,5F334    R1     26,,5F334    66,P,W,K,,7,80,N,5000,3290,,,5000,19,,,3309,C,0.006,1,50,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R MOUTH (OLD DS,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617202,12,,,O,1520020005,1,8,2001,20020702,20020710,5F334    R5     26,,5F334    66,P,W,K,,4,67,N,5000,1311,,,5000,13,,,1324,C,0.01,1,12,,WILD STOCK TAGGING ABOVE SHERAR'S FALLS,DESCHUTES R SHERARS OLD,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617203,12,,,O,1520020005,1,8,2001,20020703,20020711,5F334    R5     26,,5F334    66,P,W,K,,5,76,N,5000,2904,,,5000,16,,,2920,C,0.006,1,12,,WILD STOCK TAGGING ABOVE SHERAR'S FALLS,DESCHUTES R SHERARS OLD,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617205,12,,,O,1520030003,1,8,2002,20030429,20030515,5F334    R3     26,,5F334    66,P,W,K,,3,61,N,5000,11344,,,5000,82,,,11426,C,0.007,1,404,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R (MACKS C OLD,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617206,12,,,O,1520030003,1,8,2002,20030521,20030522,5F334    R1     26,,5F334    66,P,W,K,,3,61,N,5000,1427,,,5000,10,,,1437,C,0.007,1,404,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R MOUTH (OLD DS,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617207,12,,,,,1,8,2002,20030529,20030604,5F334    R5     26,,5F334    66,P,W,K,,4,66,N,5000,8105,,,5000,58,,,8163,C,0.007,1,404,,WILD STOCK TAGGING ABOVE SHERAR'S FALLS,DESCHUTES R SHERARS OLD,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20100121,CRFC,CTWS,15,617208,12,,,O,1520030003,1,8,2002,20030513,20030522,5F334    R1     26,,5F334    66,P,W,K,,6,77,N,5000,11722,,,5000,84,,,11806,C,0.007,1,404,,WILD STOCK TAGGING BELOW SHERAR'S FALLS,DESCHUTES R MOUTH (OLD DS,NA,DESCHUTES R,OR,CECR,DESC,N,,,,,,,,,,,,
T,4.1,20160826,WDFW,WDFW,4,630417,0,,,,,1,3,1996,1998,1998,3M10707  888001 R,3F10208  031421 H,3F10107  030005 S,,H,P,,,,N,5000,17665,,,,,,,17665,C,,,,,,FRIDAY HARBOR @ SJNP,MARBLEMOUNT HATCHERY,SAMISH R     03.0005,WA,NOWA,SJUA,N,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDWR,8,62768,12,,,,,1,3,2002,20030430,20030430,6FCSAFEA LVOK,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,4.53,77,N,5000,54493,,,5000,1112,,,55605,,0.02,21,,,,FEATHER AT LIVE OAK,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,C,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10PAHH94-01,,,,,,1,2,1992,19940408,19940412,4F-1706020200106.00,4F-1706020200101.50,4F1-17060202002-HUU,S,H,B,MX,33.6,,N,,,,,5000,40567,,,40567,B,,,,,,PAHSIMEROI PONDS,PAHSIMEROI HATCHERY,PAH CH-1,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10PAHH94-02,,,,,,1,2,1992,19940408,19940412,4F-1706020200106.00,4F-1706020200101.50,4F1-17060202002-HUU,S,H,B,MX,35.15,,N,,,,,5000,40800,,,40800,B,,,,,,PAHSIMEROI PONDS,PAHSIMEROI HATCHERY,PAH CH-1,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10PAHH94-03,,,,,,1,2,1992,19940408,19940412,4F-1706020200106.00,4F-1706020200101.50,4F1-17060202002-HUU,S,H,B,MX,35.15,,N,,,,,1,45063,,,45063,B,,,,,,PAHSIMEROI PONDS,PAHSIMEROI HATCHERY,PAH CH-1,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10PAHH94-04,,,,,,1,2,1992,19940408,19940412,4F-1706020200106.00,4F-1706020200101.50,4F1-17060202002-HUU,S,H,B,MX,30.47,,N,,,,,5000,2591,,,2591,B,,,,,,PAHSIMEROI PONDS,PAHSIMEROI HATCHERY,PAH CH-1,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN1377,,,,,,1,2,2013,201404,201405,2FS  TOMFR6800,2FS  TOMFH1958,2FS  TOMFS1958,S,H,E,FR,5,,N,,,,,0,5000,,,5000,B,,,,,Experimental release above Wilsey Dam. Performed by ONA.,R-Sugar Lk,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,,,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10CLWH94-07,,,,,,1,1,1993,19940706,19940708,4F-1706030303800.00,4F-1706030800100.09,4F1-17060303000-XUU,P,H,B,FR,4.57,78,N,,,,,2,49954,,,49954,B,,,,,,BIG FLAT CK:LOCHSA R,CLEARWATER HATCHERY,POWELL,ID,SNAK,CLEA,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10CLWH94-08,,,,,,1,1,1993,19940706,19940708,4F-1706030302700.00,4F-1706030800100.09,4F1-17060303000-XUU,P,H,B,FR,4.57,78,N,,,,,2,99808,,,99808,B,,,,,,COLT KILLD CK:LOCHSA,CLEARWATER HATCHERY,POWELL,ID,SNAK,CLEA,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN1383,,,,,,1,3,2013,201405,201405,2FS  SWVIR0170,2FS  SWVIH0094,2FS  SWVIS0453,S,H,P,,,,N,,,,,0,101000,,,101000,,,,,,,R-Kennedy R Up,H-Kennedy River H,S-Kennedy R Low,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN1388,,,,,,1,3,2013,201404,201405,2FS  NWVIR1340,2FS  NWVIH6426,2FS  NWVIS1340,S,H,B,FR,,,N,,,,,0,100,,,100,C,,,,,,R-Leiner R,H-Vanc Is West (Gold R) S,S-Leiner R,BC,WCVI,NWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN1389,,,,,,1,3,2013,201404,201405,2FS  JNSTR0437,2FS  JNSTH2288,2FS  JNSTS0437,S,H,P,,,,N,,,,,0,50000,,,50000,B,,,,,,R-Nimpkish R,H-Woss Community H,S-Nimpkish R,BC,JNST,JNSTG,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,42411,0,,,,,1,1,1983,19850521,19850521,1M1NE112 11,1F1NE112 1110110,1F1SE108 4010150999,,H,B,,20.5,,,5000,14432,,,5000,265,,,14697,,0.018,197,,,,KASNYKU BAY 112-11,HIDDEN FALLS,ANDREW CR 108-40,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,601020404,15,,,,,1,3,2002,20030513,20030513,6FKKLUPR IRGH,6FKKLUPR IRGH,6FKKL,G,H,P,,4.93,74,N,5000,51790,,,0,845081,5000,2542,899413,B,0.0468,25,513,,,IRON GATE HATCHERY,IRON GATE HATCHERY,KLAMATH RIVER,CA,KLTR,KLAM,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,601020405,15,,,,,1,3,2002,20030523,20030523,6FKKLUPR IRGH,6FKKLUPR IRGH,6FKKL,G,H,P,,4.98,70,N,5000,53536,,,0,842874,5000,3468,899878,B,0.0608,21,611,,,IRON GATE HATCHERY,IRON GATE HATCHERY,KLAMATH RIVER,CA,KLTR,KLAM,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,601020407,15,,,,,1,3,2002,20030604,20030604,6FKKLUPR IRGH,6FKKLUPR IRGH,6FKKL,G,H,P,,3.84,71,N,5000,52503,,,0,1494546,5000,2904,1549953,B,0.0524,20,539,,,IRON GATE HATCHERY,IRON GATE HATCHERY,KLAMATH RIVER,CA,KLTR,KLAM,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,HVT,8,65309,12,,,,,1,3,2002,20031001,20031007,6FKTRUTR TRHA,6FKTRUTR TRHA,6FKTR,Y,H,P,VO,28.35,136,N,5000,236319,,,0,716214,5000,664,953197,W,0.0028,28,2497,,,TRINITY R HATCHERY,TRINITY R HATCHERY,TRINITY RIVER,CA,KLTR,TRIN,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,HVT,8,65308,12,,,,,1,1,2002,20031001,20031007,6FKTRUTR TRHA,6FKTRUTR TRHA,6FKTR,Y,H,P,VO,42.39,153,N,5000,106139,,,0,320455,5000,74,426668,W,0.0007,61,1505,,,TRINITY R HATCHERY,TRINITY R HATCHERY,TRINITY RIVER,CA,KLTR,TRIN,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,601020406,15,,,,,1,3,2002,20030529,20030529,6FKKLUPR IRGH,6FKKLUPR IRGH,6FKKL,G,H,P,,5.15,76,N,5000,52284,,,0,1723551,5000,3755,1779590,B,0.067,23,511,,,IRON GATE HATCHERY,IRON GATE HATCHERY,KLAMATH RIVER,CA,KLTR,KLAM,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,66360,12,,,,,1,3,2002,20031112,20031113,6FKKLUPR RANC,6FKKLUPR IRGH,6FKKL,Y,H,P,,50.4,,N,5000,18365,,,0,128335,5000,2071,148771,W,0.1013,33,500,,,"R-RANCH, KLAMATH RIV",IRON GATE HATCHERY,KLAMATH RIVER,CA,KLTR,KLAM,C,,,,,,,,,,,,
T,4.1,20060803,CDFW,CDFW,8,62745,12,,,,,1,3,2002,20030528,20030528,6FCSJSTO DURH,6FCSJMER MRFF,6FCSJMER,G,H,E,,7.05,87,N,5000,24816,,,5000,1306,,,26122,,0.05,37,67,,,SAN JOAQUIN DURHAM FERRY,MERCED R FISH FACIL,MERCED RIVER,CA,SJOA,SJR,C,,,,,,,,,,,,
T,4.1,20041207,FWS,FWS,7,54953,0,,,,,1,1,2001,20030415,20030415,3F42001  480002 R,3F42001  480002 H,3F42001  480002 S,S,H,O,FR,17.29,125,N,0,84306,,,0,8141,,,92447,W,0.098,185,511,,Wt 35 Methow River         Winthrop NFH,METHOW R     48.0002,WINTHROP NFH,METHOW R     48.0002,WA,UPCR,MEOK,C,,,,,,,,,,,,
T,4.1,20041207,FWS,FWS,7,51164,12,,,,,1,7,2002,20030102,20030102,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,S,H,P,FR,31.49,130,N,5000,67522,0,343,5000,686,,,68551,C,0.01,25,200,,,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030401,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.61,80,N,5000,5126,,,5000,131,,,5257,C,0.025,20,200,,"FAMILY GROUP 11K,11L",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030402,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,7.09,86,N,5000,4826,,,5000,98,,,4924,C,0.02,20,200,,"FAMILY GROUP 7F,7H",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030403,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,6.45,84,N,5000,5319,,,5000,164,,,5483,C,0.03,18,200,,"FAMILY GROUP 1A,2A,2C",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030404,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,7.1,86,N,5000,4439,,,5000,161,,,4600,C,0.035,18,200,,"FAMILY GROUP 15I,15L,17J",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030208,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.51,79,N,5000,5381,,,5000,54,,,5435,C,0.01,15,200,,"FAMILY GROUP 23R,23U,270,27W,28-99K,28V",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030308,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,4.13,72,N,5000,5267,,,5000,108,,,5375,C,0.02,20,200,,"FAMILY GROUP 41EE,44EE,44HH",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030309,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,6.27,83,N,5000,4798,,,5000,48,,,4846,C,0.01,25,200,,"FAMILY GROUP 12I,12J",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030202,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.95,81,N,5000,5241,,,5000,395,,,5636,C,0.07,20,200,,"FAMILY GROUP 10F,13I,14F",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030203,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.8,81,N,5000,6403,,,5000,164,,,6567,C,0.025,19,200,,"FAMILY GROUP 5C,5G,6E,6H",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030204,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.56,80,N,5000,5586,,,5000,203,,,5789,C,0.035,19,200,,"FAMILY GROUP 4E,4F",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501021204,3,,,,,1,7,2004,20040803,20040923,6FCSASAC,6FCSABAT CNFH,6FCSABAT CNFH,F,H,E,FR,,64,N,5000,25628,,,5000,259,,,25887,C,0.01,21,400,,"GCID release, Released in 3 separate areas of GCID Oxbow Channel",SAC R COLUSA TO RBDD,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501021510,3,,,,,1,7,2005,20050421,20060104,6FCSASAC,6FCSABAT CNFH,6FCSABAT CNFH,S,H,B,FR,41.51,140,N,5000,31066,0,3177,5000,1059,,,35302,C,0.03,220,200,,"17,339 released at GCID on 4/21-28/2005; 17,963 released at CNFH on 1/3-4/2006",SAC R COLUSA TO RBDD,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501021511,3,,,,,1,7,2005,20050607,20060104,6FCSASAC,6FCSABAT CNFH,6FCSABAT CNFH,S,H,B,FR,19.53,116,N,5000,45833,0,2966,5000,3774,0,1348,53921,C,0.095,241,200,,"41,123 released at GCID on 6/9-9/1/2005; 12,798 released at CNFH on 1/3-4/2006",SAC R COLUSA TO RBDD,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501021514,3,,,,,1,3,2003,20040217,20040217,6FCSASAF BLRB,6FCSABAT CNFH,6FCSABAT CNFH,,H,P,FR,,,N,5000,48808,,,5000,1444,,,50252,C,0.0287,33,174,,STOCKTON STUDY GROUP,SAC R BEL RBDD,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030109,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.07,77,N,5000,5550,,,5000,172,,,5722,C,0.03,26,200,,"FAMILY GROUP 40EE,40DD,41FF",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030201,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,4.08,72,N,5000,5429,,,5000,347,,,5776,C,0.06,26,200,,"FAMILY GROUP 43FF,43HH",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030205,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,6.02,82,N,5000,6166,,,5000,158,,,6324,C,0.025,19,200,,"FAMILY GROUP 3D,3E",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030206,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,4.75,75,N,5000,6901,,,5000,70,,,6971,C,0.01,14,200,,"FAMILY GROUP 18K,18O,20O,20P",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20151207,FWS,FWS,7,501030305,15,,,,,1,4,2000,20010201,20010201,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,4.91,76,N,5000,5333,,,5000,27,,,5360,C,0.005,27,200,,"FAMILY GROUP 39GG,42HH,42-99B,42-99H",SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,53637,0,,,,,1,1,2001,20030416,20030416,5F334    0500210000,5F33407  H7     22,5F334    102,S,H,O,VO,,127,N,5000,25973,,,5000,558,,,26531,W,,143,333,,WS 63 Warm Springs River   Warm Springs NFH,WARM SPRINGS R,WARM SPRINGS NFH,WARM SPRINGS R,OR,CECR,DESC,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,54628,0,,,,,1,1,2001,20030415,20030415,3F42001  480002 R,3F42001  480002 H,3F42001  480002 S,S,H,O,FR,,140,N,5000,14135,,,5000,620,,,14755,B,,82,500,,Wt 36 Methow River         Winthrop NFH,METHOW R     48.0002,WINTHROP NFH,METHOW R     48.0002,WA,UPCR,MEOK,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,54627,0,,,,,1,1,2001,20030415,20030415,3F42001  480002 R,3F42001  480002 H,3F42001  480002 S,S,H,O,FR,,146,N,5000,14566,,,5000,169,,,14735,B,,147,522,,Wt 36 Methow River         Winthrop NFH,METHOW R     48.0002,WINTHROP NFH,METHOW R     48.0002,WA,UPCR,MEOK,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,53635,0,,,,,1,1,2001,20030416,20030416,5F334    0500210000,5F33407  H7     22,5F334    102,S,H,O,VO,,127,N,5000,25497,,,5000,631,,,26128,W,,142,331,,WS 63 Warm Springs River   Warm Springs NFH,WARM SPRINGS R,WARM SPRINGS NFH,WARM SPRINGS R,OR,CECR,DESC,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,52938,0,,,,,1,1,2001,20030416,20030416,5F334    0500210000,5F33407  H7     22,5F334    102,S,H,O,VO,,127,N,5000,345,,,5000,3,,,348,W,,120,331,,WS 63 Warm Springs River   Warm Springs NFH,WARM SPRINGS R,WARM SPRINGS NFH,WARM SPRINGS R,OR,CECR,DESC,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,52945,0,,,,,1,1,2001,20030416,20030416,5F334    0500210000,5F33407  H7     22,5F334    102,S,H,O,VO,,127,N,5000,8966,,,5000,968,,,9934,W,,119,698,,WS 63 Warm Springs River   Warm Springs NFH,WARM SPRINGS R,WARM SPRINGS NFH,WARM SPRINGS R,OR,CECR,DESC,C,,,,,,,,,,,,
T,4.1,20040309,FWS,FWS,7,53636,0,,,,,1,1,2001,20030416,20030416,5F334    0500210000,5F33407  H7     22,5F334    102,S,H,O,VO,,127,N,5000,26547,,,,,,,26547,W,,142,331,,WS 63 Warm Springs River   Warm Springs NFH,WARM SPRINGS R,WARM SPRINGS NFH,WARM SPRINGS R,OR,CECR,DESC,C,,,,,,,,,,,,
